사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-24,경인선,1810,제물포,1043,7,8326,3049,17220,6522,34852,14659,31865,32217,19921,15282,16307,10641,16403,9882,16549,12449,16350,12451,14601,11484,19180,14054,23335,18276,21865,22672,23240,30136,10173,26593,8336,16049,6966,15334,4075,14812,1718,10115,54,3197,0,0,0,0,0,0
Jun-24,경인선,1811,동인천,1744,6,8291,2722,18292,10790,41286,22665,33219,30509,23139,18511,20794,18206,21085,20692,23432,20503,23131,22319,22538,19969,28105,22105,29876,25781,35620,28741,36874,34209,17850,32490,13764,19907,11118,17076,7174,15204,2729,9911,22,3587,0,1,0,0,0,0
Jun-24,경인선,1812,인천,359,2,1363,1060,3153,3182,5492,6545,5192,10447,3810,7253,3974,8873,5097,10901,6621,10349,8219,8758,10486,7539,12530,6293,15031,6032,15151,5934,15105,5409,7682,4078,7192,2844,5405,2114,3229,1756,650,1178,8,1030,0,0,0,0,0,0
Jun-24,경인선,1813,구일,310,2,4575,2338,10430,5326,25557,8594,21729,12778,13684,11699,10917,7853,10281,8955,10550,16035,9208,22647,9365,12709,11718,18221,17180,27019,26470,25610,15162,32782,15988,19106,20408,11072,14041,11041,14403,9107,1890,6384,67,660,0,0,0,0,0,0
Jun-24,경인선,1814,소사,1254,19,14170,3071,13144,5658,27475,7130,24134,10030,17594,8486,13719,8441,12082,8733,13098,10153,11666,9888,11277,10530,11135,11771,12807,14705,12298,17932,10768,24474,7124,18723,5105,13332,4095,12377,2656,10985,1131,7631,85,1997,0,0,0,0,0,0
Jun-24,경인선,1815,부개,2442,4,11552,1634,17335,3384,38901,5868,32189,11011,20594,6763,14975,6779,13588,8493,13771,9744,12404,9768,10508,10927,10643,12871,12538,18276,11683,22130,10901,29771,6611,24330,4994,16891,3922,14669,2653,12252,1415,8770,268,2241,0,0,0,0,0,0
Jun-24,경인선,1816,간석,426,14,6242,1671,11339,3022,21070,4375,19248,9267,12168,5536,9731,5780,9255,6302,9686,6605,9211,7140,7948,7916,8693,9315,10153,11379,9160,14465,9172,18130,5017,16462,4625,10469,3721,8642,2692,7850,1426,5491,154,2078,0,0,0,0,0,0
Jun-24,경인선,1817,도원,651,25,2262,1321,3734,2314,7501,7390,7557,19178,5086,3988,4650,4544,5135,3858,5499,3852,5032,4388,4391,4272,8003,4832,11114,6461,9083,7628,8069,7934,3575,5982,4319,4131,3483,3498,1173,3238,481,2226,26,1298,0,0,0,0,0,0
Jun-24,경인선,1821,온수(성공회대입구),327,9,5957,1721,8971,3805,21626,9430,19948,12130,13987,8009,11167,6395,10530,6433,12084,7637,10006,7746,9803,8923,11403,9549,13689,11239,11553,14237,10165,20682,5762,16152,4570,10548,4949,9693,2930,8563,1635,5649,120,942,0,0,0,0,0,0
Jun-24,경인선,1822,중동,1233,22,11956,1355,18931,3954,40795,5512,33536,12067,20860,9092,15764,8648,14739,9108,15044,10583,13335,11126,12034,11444,11763,14137,12459,17453,13248,23445,11582,31902,6974,25584,5671,16321,4772,15313,3057,13378,1401,8602,118,1965,0,0,0,0,0,0
Jun-24,경인선,1823,도화,456,3,4688,1095,7303,1984,16249,4070,13852,7516,9112,3865,7501,4069,7311,4636,6976,5578,6958,5708,6304,5787,6331,7149,7274,8954,7002,9769,7169,10727,3585,10773,2615,6585,2126,5528,1488,5242,717,3985,49,1840,0,0,0,0,0,0
Jun-24,경원선,1008,이촌(국립중앙박물관),70,4,1269,630,4007,2737,9052,5034,10076,8522,8417,4975,7252,4251,6820,4315,6575,4242,7006,4849,6605,4800,7515,5764,8867,6111,9965,7279,9599,8476,5657,6366,5765,4557,4852,4317,3147,4253,1090,2581,78,919,0,0,0,0,0,0
Jun-24,경원선,1009,서빙고,101,0,1076,701,2375,3762,3179,4326,3919,9120,3493,3939,3625,3775,3110,3277,3476,2994,3812,4130,3691,3406,5146,4809,6124,4424,8384,3672,7478,4509,3240,3721,3022,2099,3761,2072,1906,1597,492,1060,34,300,0,0,0,0,0,0
Jun-24,경원선,1010,한남,108,2,1073,849,1620,8341,2973,10921,3335,14425,3449,9931,3835,6468,4499,5140,4979,4972,4588,5082,5819,4446,7989,4302,10101,5571,13797,5704,13232,6108,6825,4313,5591,2435,5651,2484,4743,1514,1931,1031,81,325,0,0,0,0,0,0
Jun-24,경원선,1011,옥수,0,0,1,33,14,51,25,21,194,255,35,40,45,221,23,230,24,97,17,10,31,8,29,16,422,61,368,41,79,50,382,25,50,10,54,9,19,8,10,1,0,0,0,0,0,0,0,0
Jun-24,경원선,1012,응봉,133,3,1448,229,3223,1233,6864,1538,7245,2345,5092,1550,3787,1446,3166,1627,2903,1915,2564,2127,2551,2543,2850,2797,3165,3948,2980,4595,2764,5274,1809,5089,1623,2992,1089,2698,897,2418,350,1525,21,483,0,0,0,0,0,0
Jun-24,경원선,1013,왕십리(성동구청),949,13,6255,1649,9429,7220,27211,13897,39770,22483,27192,20365,18711,21166,19336,23798,24169,26132,27101,27132,28252,27341,31477,30333,36196,36036,39181,47130,36826,63812,29287,45172,29477,29015,32703,24445,29006,21959,13449,12016,1354,4444,1,0,0,0,0,0
Jun-24,경원선,1014,청량리(서울시립대입구),1376,7,5386,1954,7938,15183,27910,18163,40082,24112,27541,34908,31819,32861,32071,41962,33778,34063,32918,32671,33929,38581,31609,39891,43326,38075,37749,37423,37301,50773,27404,36021,31572,21311,18939,23607,12182,13957,6053,7185,204,3667,0,0,0,0,0,0
Jun-24,경원선,1016,외대앞,629,25,5342,4096,8305,11282,19552,6605,23232,21183,16086,12839,13546,15720,14211,15194,15899,14969,16412,12389,17670,15043,19014,13365,25330,15178,25764,18028,17107,23865,11966,18414,10321,13169,9724,13667,8011,14878,4562,11516,313,2798,0,1,0,0,0,0
Jun-24,경원선,1017,신이문,1756,30,8660,1691,14572,6005,34115,4491,37470,8101,22647,5646,15899,6215,13403,7510,13317,8957,12515,9629,10583,10201,10621,14638,12124,17331,11127,21307,8918,30144,6184,21597,4402,15324,3040,14211,2337,13190,1275,8047,90,1961,0,0,0,0,0,0
Jun-24,경원선,1018,석계,1441,13,6018,2081,10648,4484,21846,5283,23801,8476,17314,7247,14587,7307,13227,9039,13054,9296,12667,10672,11249,11698,11252,15353,12070,19606,11946,24360,10228,32664,7872,23767,6462,17180,6247,15540,5194,13028,2815,8189,114,1854,0,0,0,0,0,0
Jun-24,경원선,1019,광운대,2499,9,7187,1251,14037,3079,30548,6489,27895,14918,16496,10524,12722,10219,12515,11748,12959,10540,13514,11518,12282,11132,13168,12026,14730,15135,13989,17769,11634,24727,7129,20400,6325,13539,5997,12020,4959,11059,2823,8910,203,5145,0,0,0,0,0,0
Jun-24,경원선,1020,월계,1268,31,5427,1282,10440,3142,25367,7254,23349,13054,15845,11747,12696,7958,11709,7027,12065,8758,11819,10347,10605,9078,12457,9467,14996,12867,12257,14828,10363,21757,6346,16317,4560,10645,4148,10209,3104,9064,1309,5604,99,1322,0,0,0,0,0,0
Jun-24,경원선,1021,녹천,1384,39,4590,891,8410,1815,20040,4671,17990,4933,10569,3194,8355,3883,6981,3552,7862,4592,5871,4355,5326,5401,5592,5786,7019,7560,6298,9317,4479,14138,3155,10936,2163,7114,2015,6389,1541,6132,512,3723,34,979,0,0,0,0,0,0
Jun-24,경원선,1022,창동,0,0,0,0,1,0,2,0,10,0,9,0,8,0,12,0,10,0,11,0,9,0,11,0,5,0,13,0,4,0,8,0,3,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0
Jun-24,경원선,1901,방학,680,4,12849,1745,15853,6585,33686,10168,29491,19978,21743,12521,18227,11942,16966,11015,18045,12985,15680,13359,14171,15183,14813,17492,16612,21373,16840,24278,16880,29252,10368,25730,8071,15482,6575,13688,4509,12169,2043,7123,345,2623,0,0,0,0,0,0
Jun-24,경원선,1902,도봉,322,26,7532,1332,10222,3565,19306,4308,17578,10709,14046,8253,11718,7853,10778,7272,10024,8734,9722,8618,9613,8980,9195,10426,9553,12105,9985,13758,10529,16190,5202,14668,3457,8380,2801,8078,1887,7410,784,4146,140,1685,0,0,0,0,0,0
Jun-24,경원선,1903,도봉산,352,7,6809,1211,10368,3220,20571,5633,20972,9520,15351,14773,13422,16705,13369,14693,15111,14509,17976,10980,19242,9562,20503,9914,21272,10390,18003,10080,15304,10100,10017,8943,6308,5412,3991,5088,2529,4518,1088,2853,177,1354,0,0,0,0,0,0
Jun-24,경원선,1904,망월사,560,9,7727,1305,13035,3569,27053,5634,24760,16991,17939,14706,14724,10644,14147,14042,14741,12845,15541,11072,14006,12553,14663,12801,15412,15777,14741,18848,10529,24686,6389,22238,5715,13275,4557,11990,3862,11207,1717,6391,353,3396,0,0,0,0,0,0
Jun-24,경원선,1905,회룡,1916,41,16538,2569,29144,6822,55885,9858,48152,13544,33048,12353,27221,11832,24185,14048,22291,15299,19860,17127,17052,19649,16513,22621,16270,28634,15353,35016,13149,45730,8099,40566,6869,25539,5659,20372,3923,18032,1744,10703,376,5074,0,0,0,0,0,0
Jun-24,경원선,1906,의정부,2887,10,11194,2509,28443,7963,46738,13591,45363,36160,29526,36766,25856,29172,27834,30203,29725,32493,31138,35629,32149,32998,34865,31674,37037,36543,41222,42739,43544,56237,26945,48111,26070,30778,18367,24866,14406,22318,7479,15906,1127,8695,0,1,0,0,0,0
Jun-24,경원선,1907,가능,546,8,8923,2102,11678,4540,22732,7556,21198,13898,13826,7570,12530,6123,10947,7249,11019,7527,9629,8682,8596,7671,8841,9546,10610,12598,11772,14758,9165,19457,5792,17325,4893,12251,4013,9268,2694,8950,1081,4837,161,2188,0,0,0,0,0,0
Jun-24,경원선,1908,녹양,306,5,5424,906,8077,2350,16035,5208,13649,7768,9230,4551,8178,3528,7286,4847,7425,4979,6304,5896,5595,5034,6465,6311,6840,7771,7412,9986,7225,12154,3827,11992,3094,8408,2331,6072,1514,6769,739,4026,100,1559,2,1,0,0,0,0
Jun-24,경원선,1909,양주,2026,8,5484,1767,11722,6115,28821,11894,23536,10832,18437,8133,15698,6481,14116,7735,13455,9272,12790,9710,11217,10315,11046,11498,12649,13181,12557,18846,12684,20993,7019,20201,4401,15137,3321,10620,1893,10971,804,5813,134,3031,0,0,0,0,0,0
Jun-24,경원선,1910,덕계,45,0,6495,834,15935,3142,27734,5106,25437,7665,13664,4608,10852,3726,8806,4260,8216,5816,7356,5730,6377,6158,7045,7851,8014,10247,7545,15042,6726,20739,4212,18347,3292,11406,2512,11056,1803,8052,930,6197,184,2279,0,0,0,0,0,0
Jun-24,경원선,1911,덕정,7,0,4885,1423,10758,6304,19902,10003,20027,17153,12906,10161,10992,6673,10202,6730,10397,7776,11903,7556,9703,7724,11102,8323,11676,10071,12932,13566,11261,16291,5782,14454,4010,8758,3166,9841,2293,6796,1291,4958,320,2417,0,0,0,0,0,0
Jun-24,경원선,1912,지행,161,8,5043,1206,10705,2975,20935,6300,22047,12733,15764,7631,13255,7108,11301,7808,11036,7891,10164,9536,9995,11089,9919,12305,11520,14548,10976,19924,11138,21119,7792,17175,6504,13291,5925,10924,3851,9733,2560,5795,284,3980,0,0,0,0,0,0
Jun-24,경원선,1913,동두천중앙,63,0,2662,812,4665,2275,8335,4341,8925,10232,6300,4737,6325,4653,5446,4880,6587,4559,5310,4483,5007,5288,5793,4726,6430,5488,5876,6473,6233,6961,2933,5420,2228,4355,1699,3328,906,3157,456,2002,22,1135,0,0,0,0,0,0
Jun-24,경원선,1914,보산,49,0,1861,542,2190,1777,3845,2931,3756,3219,3499,1785,2874,1746,2742,1695,2973,1610,2499,2079,2589,2225,3037,2446,5153,3151,4311,4046,3259,4233,1937,4261,1610,3094,1233,2371,520,2040,277,1556,18,790,1,0,0,0,0,0
Jun-24,경원선,1915,동두천,91,1,1164,479,2802,1722,4167,4948,5489,5628,3767,4913,3568,3881,4168,2768,3971,3751,3922,3688,4159,2975,5989,2213,6480,3074,4043,3944,3757,3802,1957,3326,1423,3130,893,2467,603,1652,402,1939,7,766,0,0,0,0,0,0
Jun-24,경원선,1916,소요산,102,0,706,648,624,1108,1974,1830,3051,2600,2429,4716,2855,8194,3688,9108,4684,8344,7127,6486,8136,5688,8823,4009,8466,3058,6305,2520,3899,1665,1593,1448,982,1137,350,697,186,605,104,530,3,358,0,0,0,0,0,0
Jun-24,경원선,1917,청산,0,0,58,17,165,200,523,273,595,324,328,177,324,229,240,249,240,247,259,220,297,190,249,220,388,300,442,275,285,257,120,299,131,145,50,129,17,126,17,69,3,55,0,0,0,0,0,0
Jun-24,경원선,1918,전곡,6,0,614,38,1327,833,2683,899,3803,2257,3311,1736,2677,1654,2425,1980,2476,2202,2528,2129,2482,2045,2549,1826,2896,2584,2518,2921,1894,3200,1373,3086,1172,1452,715,1371,445,1295,278,895,29,634,0,0,0,0,0,0
Jun-24,경원선,1919,연천,6,0,300,6,741,750,1423,1210,3745,3420,2721,3031,1911,3961,2222,5352,2871,4580,4521,3454,4698,2868,4594,2219,3916,2134,3339,2251,2173,1840,1090,1713,704,1067,307,627,141,502,53,318,4,262,0,0,0,0,0,0
Jun-24,안산선,1751,산본,623,2,10045,1857,23891,6865,53135,16017,49315,29118,29243,24034,24402,20900,23780,21527,25697,25285,24213,25659,23941,25904,26744,27777,29047,33569,28401,41507,31448,61231,20190,50580,17483,29815,16772,24621,13267,21379,5335,13120,598,4693,0,0,0,0,0,0
Jun-24,안산선,1752,대야미,18,1,3046,1247,8366,3294,17268,5425,19985,8317,11514,4410,8997,4617,7483,4743,7614,5313,7512,5183,6760,5760,7516,7844,8028,9951,8816,10612,9687,15475,5726,11394,4526,8482,2786,7653,1739,7607,967,4538,161,1233,0,0,0,0,0,0
Jun-24,안산선,1753,반월,37,2,3953,1516,8064,3162,17002,4476,16024,7337,10435,3862,8123,3811,6779,4509,7306,4919,6720,5019,5634,5791,5636,6944,7161,9497,7317,10391,7178,15225,3901,10789,3259,9114,2174,7011,1602,6907,654,4024,128,1046,0,0,0,0,0,0
Jun-24,안산선,1754,상록수,561,13,14470,2764,30013,9166,63785,12819,56852,20326,34323,15483,26171,14719,23553,14051,24030,14201,21545,16660,18657,18676,19722,21284,22547,28491,23427,39490,20843,60661,14619,48044,11634,33388,9339,30498,6920,26196,2817,18689,468,5112,0,0,0,0,0,0
Jun-24,안산선,1755,한대앞,214,4,9014,1106,17475,4512,30804,8683,26120,22362,19237,16861,15853,14751,15451,10910,15582,12856,15143,12593,14870,12727,14845,14003,18024,18512,20474,23866,17994,33312,11081,24638,9313,17734,8920,15821,7276,13972,2986,10012,269,2686,0,0,0,0,0,0
Jun-24,안산선,1756,중앙,493,33,10861,1336,30494,10299,55470,16913,45795,36986,28622,31317,25772,22517,27377,21410,28832,24856,27479,27776,26459,27671,28178,29422,32892,36038,36449,47496,37474,68154,24712,54518,24697,33907,25553,29812,21103,25585,9073,20121,925,6296,0,0,0,0,0,0
Jun-24,안산선,1757,고잔,317,5,5516,933,15955,5211,28345,12989,23313,26284,16282,15656,14452,11964,14356,10460,13667,10812,12469,11625,13255,11867,14423,11658,15840,13051,21072,18258,20921,24439,8732,19404,7510,12496,7205,11493,5106,9738,2388,8789,186,3127,0,0,0,0,0,0
Jun-24,안산선,1758,초지,261,4,4370,395,11724,4521,21206,8442,16912,10130,10181,5667,7697,4542,7176,4444,8137,4897,6411,5305,6049,5630,6157,6656,7318,8268,9097,12170,9545,16448,4928,14812,3872,9897,3220,8920,1882,7852,783,6572,56,2321,0,1,0,0,0,0
Jun-24,안산선,1759,안산,1679,13,11443,1484,13278,16692,22812,36538,24235,29779,20800,15707,18074,13913,16858,15651,17697,15911,18267,16234,19097,16886,19213,18165,25043,19203,40755,26413,41996,27052,21584,22569,18476,17361,11055,15016,5212,11873,1655,7310,138,2782,0,0,0,0,0,0
Jun-24,안산선,1760,신길온천,55,0,2844,241,4784,1959,7757,3889,6882,2931,4476,1621,3546,1599,3008,1870,2909,2149,2592,1972,2508,2358,2928,2751,3219,3466,4433,5038,3861,6551,2104,5401,1512,3763,1068,3396,621,2737,222,2097,18,647,0,0,0,0,0,0
Jun-24,안산선,1761,정왕,342,5,8739,1054,12197,13439,21127,24051,19296,29679,15427,21970,13444,14426,13636,12407,14228,13066,14622,12850,14275,12593,17915,13727,21867,13926,27532,19690,31870,22575,14649,17471,11734,14185,8068,13143,5200,11188,1811,7952,103,2346,0,0,0,0,0,0
Jun-24,안산선,1762,오이도,224,2,6644,612,14852,6753,29911,12457,24374,12744,15657,7874,12468,9451,11810,10679,12197,11918,11050,11550,11070,12202,12451,14039,15356,16292,17558,19726,16990,25228,9556,21475,8542,13665,7432,11983,4928,11178,1674,8122,20,3633,0,0,0,0,0,0
Jun-24,안산선,1763,수리산,42,0,3745,606,9024,1806,17088,4591,17406,6891,10243,4305,7639,4226,7480,3384,6191,3644,5527,3750,4784,3854,5874,5379,5855,6373,5562,8080,5103,11881,2812,9598,2117,6541,1398,5690,927,5493,483,3375,70,959,0,0,0,0,0,0
Jun-24,과천선,1450,선바위,1,0,885,1336,5879,9390,15212,20980,17428,24625,13648,14529,10428,7421,9596,7997,10267,7619,10599,7703,10408,7467,11944,7909,15318,9619,23881,11737,29062,14329,12548,10915,8879,8352,7338,7525,3773,6848,1264,4187,95,740,0,0,0,0,0,0
Jun-24,과천선,1451,경마공원,1,0,327,532,883,2713,2009,4684,2637,13315,2442,39552,2550,39676,3059,21766,3890,20839,5743,16753,7649,10699,13990,6206,22141,3923,35881,2408,71445,2258,10561,1606,2813,1231,996,1096,498,959,230,599,14,93,0,0,0,0,0,0
Jun-24,과천선,1452,대공원,3,0,168,366,486,3922,928,5070,1355,15284,1884,25984,3062,25863,5540,15924,9183,11760,10090,11537,12815,11013,15343,9950,18562,9630,18746,6352,16286,3871,7909,1919,5875,885,9106,646,14271,652,3970,490,11,48,0,0,0,0,0,0
Jun-24,과천선,1453,과천,2,0,2821,361,10591,2628,26640,5427,24030,9128,16569,5812,12961,5562,11973,5536,11969,6601,10741,7282,9863,8752,10573,10223,10838,12289,10194,14918,8905,21173,5169,17510,3700,11448,2383,11987,1895,11179,719,6720,105,1363,0,0,0,0,0,0
Jun-24,과천선,1454,정부과천청사,10,2,2105,1137,8705,14705,23172,30529,20547,78856,15523,21554,12963,11962,13293,10973,14537,12278,15492,13835,15253,13978,17999,13357,27463,14897,36184,19062,54572,25521,16595,19073,13859,11215,12762,11074,7067,9370,2248,5349,169,1198,1,1,0,0,0,0
Jun-24,과천선,1455,인덕원,117,5,9761,4174,30605,17874,76881,44516,68886,99026,46111,38826,36895,22736,32240,22830,34450,22466,33324,26954,30118,26680,34485,31439,42525,38372,60630,52994,78790,83823,30776,65923,25206,37942,24206,36297,16095,35564,6486,21280,592,6162,0,0,0,0,0,0
Jun-24,과천선,1456,평촌,45,2,4955,3080,22380,10133,57470,33740,46333,78197,26727,28158,21834,14645,20097,14199,20551,14498,19086,18486,18833,16355,22188,17947,25930,22684,43999,30479,55538,46379,21818,39796,17415,22164,16101,19993,12036,17966,4433,10516,444,3613,0,0,0,0,0,0
Jun-24,과천선,1457,범계,137,2,9270,3565,37294,14152,89823,27005,74215,56924,44650,42229,36696,32922,35097,31740,39429,33443,37934,38698,37288,36794,41329,43161,46915,50106,52221,65962,57926,99016,36719,73991,39329,39292,30904,36564,26194,31779,11245,18646,1004,6056,1,0,0,0,0,0
Jun-24,분당선,1023,선릉,44,1,1178,1736,2446,12787,5348,47794,7322,123256,6728,81926,7454,37050,9403,25262,11699,22189,12927,23578,14029,19478,18929,16568,26301,18479,47551,21933,69757,24538,31955,14246,21162,7855,19398,6855,16441,5983,4737,3555,233,724,0,0,0,0,0,0
Jun-24,분당선,1024,한티,16,0,2594,1570,8625,10606,22830,29760,26754,47814,18340,41913,15458,27292,16957,22334,21713,25223,23244,32384,22841,23702,26085,25898,31148,31302,44807,37634,44532,37761,27679,24426,31679,15331,26954,14074,30550,12513,4499,6627,186,383,0,0,0,0,0,0
Jun-24,분당선,1025,도곡,104,6,1840,1238,4860,7257,11329,16503,15490,24049,13202,18536,11187,9952,11726,9183,12207,9363,12137,10278,12073,10698,15527,11645,16870,12193,21332,14209,22813,16432,12119,12971,9231,8954,7038,8408,5549,7579,1458,4340,65,354,0,0,0,0,0,0
Jun-24,분당선,1026,구룡,13,1,945,666,3250,5133,8951,9953,12190,8836,9347,4127,7256,3266,6353,3026,6321,3777,5563,4383,6464,4711,5720,5588,8874,6474,6821,7736,6091,9821,3492,7909,2431,4888,2694,4671,1397,4588,346,2940,25,119,0,0,0,0,0,0
Jun-24,분당선,1027,개포동,4,1,1234,556,4253,3437,12386,6631,13609,8856,9491,6914,7791,6499,6653,5012,7815,6247,7476,6622,6977,6638,8030,7466,8580,8516,8698,10817,8575,13315,5439,11069,4712,7269,4394,6710,3847,6500,1446,3706,57,150,0,0,0,0,0,0
Jun-24,분당선,1028,대모산입구,8,3,2802,687,7611,3222,23541,6908,24371,10787,14614,6544,9956,4793,9209,5371,8901,6181,8202,7042,7354,6794,7746,9582,9537,10866,10272,13762,9970,17758,5200,14839,3926,9436,3055,9253,2128,9636,766,5484,15,309,0,0,0,0,0,0
Jun-24,분당선,1030,수서,68,1,4029,4483,8701,15060,33865,29149,45461,46964,31923,30023,31848,21542,24185,19832,28807,23675,24448,21279,19995,22303,28171,25836,30891,30535,38930,40019,42608,52905,20916,34622,20196,25070,15158,23217,15075,20441,8343,8243,124,1370,0,0,0,0,0,0
Jun-24,분당선,1031,복정,0,0,0,0,0,0,1,0,14,0,18,0,9,0,14,0,13,0,10,0,14,0,16,0,6,0,15,0,15,0,12,0,6,0,6,0,4,0,2,0,1,0,0,0,0,0,0,0
Jun-24,분당선,1846,수원,622,4,6002,713,9090,4608,22338,9367,22912,13957,12555,12930,8719,9917,8922,11702,9727,12443,10396,12320,10294,12902,12871,12131,15081,15390,16876,21786,18857,25799,14106,18482,15191,10335,13274,8627,12170,6071,4510,3889,97,750,0,0,0,0,0,0
Jun-24,분당선,1847,서울숲,147,1,2770,659,5146,6027,12554,22136,21249,45140,14521,37039,9361,27504,11052,24441,14474,23349,17350,25389,20658,23288,24876,24362,31353,24243,45200,25182,52483,31164,33452,19545,26631,10135,22500,8418,12747,7645,3575,3703,109,805,0,0,0,0,0,0
Jun-24,분당선,1848,압구정로데오,222,5,3048,1192,3978,11998,5575,25463,7981,69567,8582,96208,10034,54376,14723,40755,19503,35591,24254,35780,29524,32238,38554,30872,46284,32607,61720,38369,82538,42667,61839,25493,52960,13754,37999,9716,28222,8150,10741,4998,488,1060,0,0,0,0,0,0
Jun-24,분당선,1849,강남구청,23,1,1326,748,2945,6066,7632,18062,10534,52414,9182,40960,8530,20242,9550,14908,11280,14894,12521,16610,13644,14460,15581,13691,18259,14581,29768,16824,45656,20064,23055,12216,13959,7495,12758,6448,8569,5836,3082,3377,96,694,0,0,0,0,0,0
Jun-24,분당선,1850,선정릉,9,0,973,825,2159,5009,4763,13168,7123,44248,6599,38570,6050,14416,7228,9336,9111,8940,9412,9501,10710,8458,11181,7173,13678,7824,24575,8814,37834,9239,19160,6010,10533,4141,8472,3958,5660,3838,1894,2200,78,417,0,0,0,0,0,0
Jun-24,분당선,1851,가천대,35,0,5211,941,7316,3793,17492,7205,23582,28590,15854,24907,12315,18483,13994,12722,15348,16920,17149,15618,17523,12842,20005,11772,24286,13405,25272,15769,18478,21998,11333,17523,8458,13818,7476,14754,6910,15353,3967,11432,169,1161,0,0,0,0,0,0
Jun-24,분당선,1852,태평,308,22,15771,1570,18824,5112,40946,8324,58029,16300,40239,12931,24134,12307,20015,13537,19727,14653,19249,15627,17903,17715,17865,23686,18832,27531,20430,33155,17602,43477,10630,31715,8710,23429,6645,27274,4784,21316,2012,12281,111,1285,0,0,0,0,0,0
Jun-24,분당선,1853,모란,415,19,15436,3258,21811,12103,51347,23697,65186,35901,47724,30588,34995,29984,32836,32254,35621,31844,34398,32751,32035,33146,33594,40598,37481,43885,40261,47395,39712,62170,23159,45023,17848,33137,15458,31471,12651,25888,6312,16046,352,1654,0,0,0,0,0,0
Jun-24,분당선,1854,야탑,173,4,8373,3430,20078,15773,51856,40429,58723,91427,42012,53571,35969,38311,36089,33519,37403,36935,37245,39248,38459,36369,43507,40024,49752,45715,63576,55822,77663,69815,37758,51599,30509,33865,27386,28762,18854,27697,7299,15453,339,2287,0,0,0,0,0,0
Jun-24,분당선,1855,서현,289,17,4566,2866,13184,12740,33518,34479,36912,83365,30197,67153,27566,40034,29955,34560,32047,35933,34346,38018,36884,38323,43152,36570,47299,42275,64129,49567,83430,59018,45845,41880,44297,26319,36754,22662,27499,18647,10856,10127,521,1463,0,0,0,0,0,0
Jun-24,분당선,1856,수내,125,5,2858,2232,7667,8757,18179,24548,21840,58627,16758,41503,14315,21987,15276,17937,17298,18145,18661,18690,21053,18161,22454,18561,25768,21025,38195,24258,51370,27103,27327,20643,25666,12610,19253,11433,14152,10819,4085,5945,198,1129,0,0,0,0,0,0
Jun-24,분당선,1857,정자,320,8,3305,1117,10694,15685,25782,42617,30206,73347,24453,44269,18765,23092,20293,19718,20601,18285,21576,20249,22052,18854,26822,21072,30378,25991,54634,37339,61270,46025,32420,33557,27108,22107,28817,19456,24741,17818,10083,10847,955,2866,0,0,0,0,0,0
Jun-24,분당선,1858,미금,609,4,3852,750,12469,11566,25842,20731,28867,44257,23846,34408,23022,23080,25657,22740,24761,23133,25740,24847,26459,24139,31057,24450,31128,28263,34842,32160,37119,39359,20700,27667,17729,20459,17901,17876,13056,16423,4248,9426,207,2218,0,0,0,0,0,0
Jun-24,분당선,1859,오리,793,3,3989,494,15384,8615,28821,14812,29248,36271,21654,19027,17802,11200,16551,11712,17070,13049,17041,12238,16009,11989,17625,14236,19936,15208,27199,18356,33837,24381,13592,19673,10809,13860,8906,11978,6005,11559,2067,6800,87,1868,0,0,0,0,0,0
Jun-24,분당선,1860,이매,73,1,2499,1015,6355,3446,14247,10385,15494,15369,11184,7774,9655,6561,8659,6658,9227,7137,8294,7859,8089,7215,9162,8321,16083,9640,12588,12303,13527,15603,6074,11689,5087,7785,6682,7434,3775,7706,1070,4359,53,863,0,0,0,0,0,0
Jun-24,분당선,1861,보정,89,0,1313,119,3748,1563,9050,2857,10170,6390,7000,2223,5353,1557,4617,2062,3909,2399,3528,2707,3342,3021,3984,4042,5033,4640,5029,5955,3919,6887,1882,6053,1464,4123,1248,3949,1079,4075,366,2737,4,175,0,0,0,0,0,0
Jun-24,분당선,1862,죽전,1783,1,5695,982,17196,7883,40360,16667,35309,24750,23944,25117,18513,19842,18028,20229,18692,19524,18646,19981,19285,20829,21157,23093,24356,26569,29001,32278,29227,44724,20178,37571,23806,23631,12752,21485,9234,20851,3330,14382,1,7598,0,0,0,0,0,0
