사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-24,경춘선,1327,김유정,8,0,89,52,215,146,617,725,566,1083,514,1117,601,1620,820,1817,843,1648,1100,1211,1210,999,1573,790,1561,805,1407,876,1241,733,584,442,476,389,261,260,121,218,21,112,11,47,0,0,0,0,0,0
Jun-24,경춘선,1328,남춘천,587,9,1613,25,3560,974,4740,2742,6108,4551,6153,5256,5821,5004,5301,9595,5941,8344,6792,5711,7831,4443,7468,6044,7119,5190,6102,6230,4857,5993,4108,8842,3381,3565,2925,3710,1771,4751,573,2304,11,1986,0,0,0,0,0,0
Jun-24,경춘선,1329,춘천,286,2,709,9,1641,513,1794,1686,2637,3377,2864,4727,2532,3802,2928,5259,3034,4141,4187,4025,5330,2608,6463,3429,6719,2384,5607,2427,4008,2461,2910,3193,2008,1309,1328,1473,694,1144,196,1255,4,716,0,0,0,0,0,0
Jun-24,수인선,1873,고색,673,0,3379,484,8822,3122,17881,17152,14903,23353,7233,5477,5144,3376,5131,4027,5663,4259,4951,4110,4824,4436,5458,4993,6977,7030,17406,8951,20924,12273,6612,12698,6064,8466,3886,6283,2468,5751,906,3868,8,2145,0,0,0,0,0,0
Jun-24,수인선,1874,오목천,13,0,1038,372,6204,2049,14179,5496,14449,11831,9010,6357,6806,4425,6826,4289,7541,5091,6445,6212,6415,4439,7809,5488,10961,8014,9238,7063,9742,13676,5189,8627,3405,4995,3247,4807,2247,6044,840,3561,7,356,0,0,0,0,0,0
Jun-24,수인선,1875,어천,2,0,477,117,1597,2003,3628,4295,3413,3347,3045,1503,2573,1381,2471,1605,2164,1628,2108,2109,1963,1961,2643,2152,4288,3293,3383,2984,3996,4287,1832,2641,1121,1756,759,1832,526,1478,207,691,4,106,0,0,0,0,0,0
Jun-24,수인선,1876,야목,0,0,298,97,749,892,1208,965,1168,757,936,490,717,586,586,459,554,395,508,453,549,418,784,491,1226,822,1285,780,1034,1148,394,805,281,328,183,514,156,414,83,296,0,34,0,0,0,0,0,0
Jun-24,수인선,1877,사리,9,1,5309,480,11321,1855,24560,3589,21487,5181,11723,2811,9021,3021,7472,3130,7412,3890,6997,5043,5751,4966,5847,6733,6419,9681,7181,11089,6602,20142,4030,13395,2702,9418,2342,9840,2401,8141,844,6413,32,651,0,0,0,0,0,0
Jun-24,수인선,1878,달월,0,0,26,30,44,170,155,156,194,339,81,86,74,92,114,77,83,127,83,130,107,93,137,107,352,122,332,140,991,128,106,61,65,83,45,60,31,52,17,25,1,5,0,0,0,0,0,0
Jun-24,수인선,1879,월곶,1,0,1877,420,5448,1463,11129,1926,11151,2935,6234,3449,4413,4916,4583,4862,4546,4723,4128,4469,4155,4117,4595,4852,5243,6060,5156,7565,6720,10346,3574,6062,2382,4197,2202,4190,1522,3544,584,2137,8,311,0,0,0,0,0,0
Jun-24,수인선,1880,소래포구,42,0,3071,389,7782,2998,16885,4275,13327,8602,8483,7629,7603,8782,9481,13861,11231,14400,10825,11091,12862,9233,14412,8781,13640,10568,10921,10934,8493,13961,5229,9533,4508,6607,4041,6693,2915,5639,1444,3883,14,726,0,0,0,0,0,0
Jun-24,수인선,1881,인천논현,10,0,3192,705,7201,4795,14572,8640,13793,13108,9104,9581,7634,6968,8496,7586,9202,8241,8198,8785,8215,9086,9254,9552,10276,12210,12084,15661,11635,18090,7332,12011,6908,8308,6855,7483,5226,5702,2632,4221,10,731,0,0,0,0,0,0
Jun-24,수인선,1882,호구포,13,0,2036,738,3464,6296,7189,16885,8331,20869,5423,4436,4483,3123,4708,3611,5293,4008,4699,4020,4715,4088,5312,4339,6135,5537,15146,6731,15920,7537,5752,6639,5639,4856,4026,4067,1995,3107,1061,2381,2,477,0,0,0,0,0,0
Jun-24,수인선,1883,남동인더스파크,1,0,410,812,1010,4161,1339,17073,2015,20101,1410,3253,1383,1477,1722,1465,1837,1645,1797,1472,2186,1234,2865,1199,3784,1165,13827,1644,10958,1834,4350,1930,3970,1490,1854,1045,472,589,174,435,0,49,0,0,0,0,0,0
Jun-24,수인선,1884,원인재,28,1,3839,783,7222,2711,13648,5979,16068,8214,9087,4751,7264,4539,7099,5314,6831,5718,6724,6132,6005,6185,6997,8135,7206,9660,8319,12696,8158,15795,5139,11218,4496,7917,3818,7942,2918,6663,1594,4538,43,890,0,0,0,0,0,0
Jun-24,수인선,1885,연수,14,1,3231,951,7322,2448,15189,4928,13571,12222,7168,8807,6514,7125,7223,6731,8554,7312,8255,7517,7988,6871,8734,7723,8748,10283,9595,14102,11644,15817,6192,10695,5982,8023,5940,6911,4719,4907,2546,3502,42,681,0,0,0,0,0,0
Jun-24,수인선,1886,송도,8,0,2590,464,4767,1764,9118,2588,9117,4189,4688,2525,3909,2422,3866,2936,4564,3835,4251,3459,3642,3667,4253,4703,4992,5005,4702,6706,3815,7979,2372,5334,1836,3718,1393,3646,827,2597,305,1643,4,475,0,0,0,0,0,0
Jun-24,수인선,1888,인하대,60,0,4701,646,12048,4174,24500,5701,19572,16132,9717,10056,8756,9715,9698,7882,9719,10131,10339,9059,10327,9768,12555,10239,15524,12525,14978,18115,12792,23507,7950,13120,7143,9851,6399,9226,5311,7157,3521,5461,118,1403,1,0,0,0,0,0
Jun-24,수인선,1889,숭의,11,1,3607,1133,6416,4275,13404,8161,11285,12127,6739,5129,6810,4324,6535,4137,6538,4805,6062,5352,5919,4951,6804,5189,8289,7378,10375,9401,9299,11514,4829,6669,3385,5370,2529,5265,1857,4231,893,2497,7,600,0,0,0,0,0,0
Jun-24,수인선,1890,신포,10,0,1161,334,1867,1393,3475,4221,3183,8295,2168,3392,2050,2651,2373,3269,2813,3129,2853,3171,3481,3049,4494,3354,5781,3683,5612,4432,5780,5160,3049,2897,2876,1814,2213,1514,1429,1247,587,814,0,207,0,0,0,0,0,0
Jun-24,수인선,1891,인천,97,3,768,293,1154,1275,1906,2916,1914,3956,1805,2455,1691,3262,1684,5094,2166,5182,2368,4490,2716,4296,3644,4040,3699,3832,2957,3807,2542,3875,1693,2730,1538,2073,1296,1539,744,1503,147,772,1,212,0,0,0,0,0,0
Jun-24,경강선,1501,판교,6,0,824,39,2354,7510,5699,18449,3771,34428,2674,17831,2961,11845,5175,8422,4155,7647,5038,5206,6826,5411,11773,5651,10383,5648,19040,7297,26585,6908,16322,4064,16569,2191,10695,1835,6815,1150,2140,659,2,235,0,0,0,0,0,0
Jun-24,경강선,1502,이매,9,0,680,67,1788,1133,3912,2602,3182,3015,1716,1470,1522,1120,1509,1098,1551,1165,1390,1388,1389,1212,1627,1502,2013,1493,2115,2476,2268,2729,1400,1871,1309,1062,1421,1044,1115,677,370,446,9,119,0,0,0,0,0,0
Jun-24,경강선,1503,삼동,0,0,1589,81,5464,1265,13217,2422,12444,2167,7254,1206,4548,1385,3291,1423,3026,1789,2659,1906,2244,2738,2373,3669,2578,4529,3381,7588,2745,9855,1408,6148,964,6766,868,4565,419,3594,137,1756,6,42,0,0,0,0,0,0
Jun-24,경강선,1504,경기광주,0,0,3469,270,16661,2548,39638,5997,39326,10558,19172,5380,13768,4968,11042,5458,11119,6421,9022,7358,8438,8647,8326,10952,10386,14389,11067,20411,8893,30907,4755,27029,3553,21360,2627,13479,1745,12002,580,6239,69,104,0,0,0,0,0,0
Jun-24,경강선,1505,초월,0,0,1720,214,7058,1846,15725,4436,16565,5329,8077,2222,5612,2162,4938,2112,4550,2734,4048,2934,3769,3705,3706,4538,5003,6126,6039,7565,4843,11921,2230,10371,1758,7609,1268,6417,668,5779,279,3957,30,65,0,0,0,0,0,0
Jun-24,경강선,1506,곤지암,6,0,986,154,3135,2511,7026,5123,6547,7024,4910,2341,3487,2611,3705,2859,3664,2994,3504,2799,3238,3004,3900,3497,4764,4350,6958,5591,6169,6261,2627,5127,1884,3839,1223,3777,523,2873,182,1758,9,329,0,0,0,0,0,0
Jun-24,경강선,1507,신둔도예촌,1,0,879,33,3383,680,5303,2900,4800,3156,3497,1845,2815,1319,2213,1728,2287,1341,2101,1459,1792,1666,2388,2086,3156,2523,3898,3399,3220,4841,1467,4266,1147,2853,726,2644,271,2267,118,1245,4,364,0,0,0,0,0,0
Jun-24,경강선,1508,이천,11,0,893,52,3772,2067,8216,6506,7445,8729,6327,4301,5594,4077,4965,4319,4749,4610,4988,4565,5090,4841,5077,4881,7292,6196,7040,7352,7377,9309,4067,7823,3335,6480,2749,4109,1280,3857,611,1941,30,1031,0,0,0,0,0,0
Jun-24,경강선,1509,부발,2,0,1203,72,3266,2093,7255,6128,6066,5796,4793,2372,4059,2114,4021,2061,3534,2694,3481,2504,3617,2653,3680,3200,4627,4252,7129,4960,5558,6298,2681,4848,2179,4763,1384,4009,814,3595,438,3840,15,1374,0,0,0,0,0,0
Jun-24,경강선,1510,세종대왕릉,0,0,196,4,643,189,1036,714,1061,791,898,636,776,592,644,673,637,690,724,488,706,719,753,593,831,841,774,674,797,1037,324,744,217,619,137,419,56,460,24,293,5,85,0,0,0,0,0,0
Jun-24,경강선,1511,여주,7,0,2367,17,5066,951,9324,3726,7807,5015,6420,5438,5836,3517,5395,5110,5492,4208,5925,4496,6340,4409,6321,4927,6255,5795,6198,7556,5230,8850,3080,8856,2387,5764,1939,4132,978,4929,259,3626,5,1297,0,0,0,0,0,0
Jun-24,경강선,1512,성남,1,0,197,18,1178,686,3069,1017,3539,1494,1806,884,1563,694,1504,980,1364,1118,1182,1162,1222,1324,1760,1718,1918,1916,2060,2478,1709,3438,1034,1947,925,1387,766,1238,631,913,276,500,12,74,1,1,0,0,0,0
Jun-24,서해선,1980,김포공항,17,0,402,2161,773,7192,1730,8790,2606,10910,3003,7551,3262,7486,3574,8896,3662,8869,5513,8030,6558,7284,7470,6420,7077,6824,9122,7459,10774,7064,7544,3810,6593,1998,7523,1171,5560,774,1820,950,48,379,0,0,0,0,0,0
Jun-24,서해선,1981,원종,64,5,5790,787,7791,2831,17311,5567,15732,8190,9808,4442,7716,4408,7190,4541,7440,5769,6624,6306,5930,6225,6394,7721,7867,9996,8674,13189,8925,17586,4648,14105,4067,7750,3192,8003,2507,6461,1122,4431,48,734,0,0,0,0,0,0
Jun-24,서해선,1982,부천종합운동장,37,1,2783,504,4387,1281,10732,2853,11531,3622,5939,1910,3514,1548,3092,1657,3108,1893,2689,2156,2667,2167,2616,2571,3345,3843,4042,5073,4516,8512,2022,6800,1768,4178,1355,3580,1045,3542,450,2115,25,375,0,0,0,0,0,0
Jun-24,5호선,2511,방화,38,2,5456,8,11606,3785,27062,6250,24992,13236,14878,8118,12254,6867,11720,7246,11565,7733,11586,8994,9885,9687,11197,10931,11568,12732,11651,15334,10494,20915,5695,18540,4274,11838,3189,11010,2119,10855,851,6406,130,2454,1,248,0,0,0,0
Jun-24,5호선,2512,개화산,2,0,4576,203,9040,4604,21523,6748,20781,16018,12013,7450,9226,5933,8351,6178,8655,6961,8228,6395,7605,6768,7544,8231,9172,10135,12642,12527,13633,17499,5995,14445,4380,9471,3756,9405,3200,8133,1057,4895,98,1661,0,76,0,0,0,0
Jun-24,5호선,2513,김포공항,9,2,746,3540,4443,10051,16345,16547,20820,22337,11178,13628,11011,14971,13234,16877,13793,16735,16839,17490,19428,16523,21728,15369,20281,15471,25555,16328,28763,15318,19780,8925,16113,4490,15685,3055,13196,2146,5104,1234,304,598,0,0,0,0,0,0
Jun-24,5호선,2514,송정,19,1,3884,1267,8351,4115,18015,6619,21695,11434,14793,7332,11377,6696,10353,7348,10717,8061,9574,8224,9299,8308,9299,9623,11082,11803,11759,13631,12221,18744,7322,15042,5669,10420,5327,9958,3783,9185,2173,5815,229,2033,0,0,0,0,0,0
Jun-24,5호선,2515,마곡,6,1,2638,4925,8462,27218,23555,18696,24664,50393,14108,31642,12039,14388,12296,11841,13272,12590,13743,13955,14667,12778,19549,13490,30543,16075,40480,19763,41216,27156,19377,20323,14403,11400,12575,10331,8881,10009,3761,5211,478,1976,0,0,0,0,0,0
Jun-24,5호선,2516,발산,1,0,3839,2451,10839,15525,26577,41553,29275,114982,20438,60123,20559,34423,23840,33188,28464,32041,31266,32401,34994,30250,41740,31091,48029,33239,72260,39555,88494,53743,39973,37756,35365,21863,34805,17490,29097,15231,11790,9509,1532,2931,0,0,0,0,0,0
Jun-24,5호선,2517,우장산,0,0,7724,939,23231,5111,52206,15370,56674,22920,31399,16244,26144,13732,24590,13527,24913,17037,21824,19593,19809,20615,23410,23941,27059,29200,23940,35221,19935,53250,12793,39561,9670,25662,8175,23204,7085,23321,2099,13643,302,3370,0,0,0,0,0,0
Jun-24,5호선,2518,화곡,374,1,24186,1619,42888,10718,109308,16119,139421,32034,71340,25986,47056,19808,41968,20247,42927,23824,38972,27321,33394,30323,32967,38294,37623,51258,38673,67208,38348,115604,23114,82881,17569,54043,14876,52042,10972,44972,4763,29414,689,8675,0,0,0,0,0,0
Jun-24,5호선,2519,까치산,296,0,26244,1536,45167,8527,113772,11342,140318,21527,76959,18761,47918,18289,42011,21088,42171,25476,37985,27796,32312,32154,31103,42908,32928,55215,32185,69734,30646,113766,20024,87750,16939,59739,13226,58201,10786,49476,5330,31503,772,9054,2,379,0,0,0,0
Jun-24,5호선,2520,신정(은행정),112,4,13324,949,24126,3884,59372,8669,70832,13101,35909,8632,21196,7487,17806,8231,17745,9720,16607,11641,13586,12900,13525,16760,14710,22002,15617,29511,15661,45046,8593,33295,6887,22886,5520,22642,4462,21310,1797,12643,244,3644,0,0,0,0,0,0
Jun-24,5호선,2521,목동,22,0,9294,1238,21130,5863,55918,16727,68276,26094,34782,20636,25261,15554,23607,14308,23803,16908,22781,21692,20963,20897,21057,25601,24265,32765,26340,44750,28056,75218,15716,50035,14140,30231,13791,30111,14531,26976,4697,14993,633,4899,0,0,0,0,0,0
Jun-24,5호선,2522,오목교(목동운동장앞),6,0,5071,1840,15858,8790,48363,25473,53429,59805,30300,47253,24872,30934,24983,29859,28509,29756,29369,33662,29852,32147,32502,34664,38948,41990,48397,51896,61044,71020,32824,44389,36093,27426,27773,24292,24461,21900,7440,12429,1061,3588,0,0,0,0,0,0
Jun-24,5호선,2523,양평,1,0,2692,1194,7063,5364,22810,9435,26893,37166,12874,13427,8672,6527,8120,5801,9001,6291,8565,6771,7872,6472,8748,7505,11679,9263,17609,12943,29853,21573,8954,14451,6031,10203,4896,9955,3443,9170,1566,5639,173,1758,0,0,0,0,0,0
Jun-24,5호선,2524,영등포구청,5,0,1403,615,3026,2240,8583,6347,12528,24569,5816,10435,4415,4689,4864,4398,5277,4697,5613,4981,5404,4722,6094,5090,7159,5603,10815,7735,21443,13710,7386,7175,5465,4791,4865,4799,3536,4156,1708,2416,235,622,0,1,0,0,0,0
Jun-24,5호선,2525,영등포시장,10,0,3294,1147,6690,5623,23483,14492,33747,40126,15888,24174,12098,18315,12966,17308,15233,20958,15629,23379,16145,18870,20148,16211,25071,17367,31730,20497,42620,32966,19285,19949,14320,13314,11807,12696,8660,11853,3564,7717,377,1723,0,0,0,0,0,0
Jun-24,5호선,2526,신길,39,2,2545,474,4619,2220,15941,4953,24108,13368,11199,6561,7296,3250,5921,3606,6288,3894,5655,4371,4916,4538,5074,5707,6074,7407,9076,11532,12583,18873,5487,11806,4182,9904,3792,10464,3057,10175,1676,6458,202,1679,0,0,0,0,0,0
Jun-24,5호선,2527,여의도,13,0,2853,2740,4046,26145,10414,136651,14607,203813,11910,78822,13685,39417,21267,39632,23094,37468,29137,41702,34960,34356,43565,32387,58642,32251,137406,36156,161013,40571,66123,18884,56892,10486,45377,8885,25913,7871,9627,4718,1124,2279,1,2,0,0,0,0
Jun-24,5호선,2528,여의나루,20,0,1356,1475,2956,10289,6035,45240,9710,69199,5994,31071,7533,24470,8646,23164,10960,23228,12844,26246,16696,27050,23081,28012,30667,29113,56106,34971,65577,41490,38943,29760,53310,17661,48984,11689,35244,7173,14768,3498,1259,1215,0,0,0,0,0,0
Jun-24,5호선,2529,마포,15,0,2695,1643,8895,8826,26266,19879,36240,65709,21220,35355,17859,16937,17926,17570,18730,16654,19920,16995,17956,15235,20399,17098,23312,21418,35553,30281,53964,42958,20768,24761,19001,16535,19956,15429,14366,13559,6129,8410,768,2165,0,0,0,0,0,0
Jun-24,5호선,2530,공덕,12,0,1863,1024,5589,7769,20432,29887,31028,73712,17238,36800,14751,17217,15998,17256,17798,15902,20249,16352,17914,15183,20282,15921,24897,19473,40153,29820,59272,45088,23832,22556,20095,14369,20489,13693,15775,12779,6873,7106,950,1587,1,0,0,0,0,0
Jun-24,5호선,2531,애오개,36,0,2275,420,6223,3913,18762,8521,25141,25440,12650,13322,9362,6959,9491,6532,10339,6879,9734,8053,9148,8047,10147,8704,10688,9987,13752,13936,20864,21032,7577,12810,5575,8395,4534,8168,3208,8026,1154,4724,133,2280,0,332,0,0,0,0
Jun-24,5호선,2532,충정로(경기대입구),2,0,980,230,2485,2356,5752,14176,8308,31687,5278,12776,4143,4408,5236,4330,5276,4145,5421,4907,5721,4658,5875,4278,7258,4883,16502,6322,24244,8795,8040,5404,5153,4008,4836,4105,2879,3829,1240,2264,234,621,0,59,0,0,0,0
Jun-24,5호선,2533,서대문,5,1,3255,1018,6495,16722,18068,68160,23065,157234,17706,47395,17921,23469,20411,22218,21402,20517,21511,23853,24599,18791,31464,16846,41989,17338,72445,20133,107910,26382,31235,15033,24658,10412,22852,11330,16404,9083,5657,5165,511,1480,0,42,0,0,0,0
Jun-24,5호선,2534,광화문(세종문화회관),2,0,1272,1217,3332,30702,8835,81308,12772,252654,12435,120837,16089,59519,23375,57475,28596,50577,38822,53755,45498,41734,56338,35309,72911,35200,119330,42377,198306,44407,75356,20789,61549,10441,70570,8458,42361,5830,14001,3075,1490,847,0,6,0,0,0,0
Jun-24,5호선,2535,종로3가,63,3,1637,496,2420,6741,3465,15357,5861,43425,7949,35530,10888,31423,14274,36652,20298,36169,22851,34808,27601,31956,33072,31061,37456,32923,46191,37195,58099,42055,36410,24836,37726,14974,41763,12443,34923,10239,20348,6056,2804,1856,0,19,0,0,0,0
Jun-24,5호선,2536,을지로4가,2,0,626,551,848,6681,2341,17788,3714,40690,3592,18072,4801,11652,6389,11686,7302,9910,8753,9229,9748,8085,11321,7705,14028,7491,26011,7411,35309,8058,14255,4412,9722,3312,8588,2912,6192,2168,2970,1657,416,472,0,0,0,0,0,0
Jun-24,5호선,2537,동대문역사문화공원(DDP),0,0,251,283,615,2942,1264,9768,2348,27013,2975,10015,3409,3845,3185,3463,2763,3470,3119,3545,3649,3340,3947,3278,5840,3621,11881,4047,19018,4064,7203,2732,4059,2342,3377,2412,2466,2460,1197,2029,149,531,0,5,0,0,0,0
Jun-24,5호선,2538,청구,12,1,1779,377,2830,2012,7058,4015,10154,13888,6817,7534,5474,4262,5141,3898,5283,4658,5511,4710,5224,5285,5668,5495,7331,6043,8448,7943,13124,10657,7148,7008,4715,5086,3889,4691,3290,4474,1727,2810,241,730,0,0,0,0,0,0
Jun-24,5호선,2539,신금호,39,0,2991,450,7470,3117,19326,8750,27705,12804,15352,8148,10264,6171,9309,6629,9760,7650,9246,8537,8419,9118,8806,11103,12579,13503,10622,17250,10930,25591,7753,16576,5508,11158,4321,10889,2959,9545,1223,6070,283,1900,0,0,0,0,0,0
Jun-24,5호선,2540,행당,26,0,4297,705,11638,2665,29949,4879,41117,9537,21076,6601,14772,5359,12369,6404,11998,7500,11329,8595,9789,9710,10786,12055,10460,15192,10380,18744,9909,29362,6602,18897,5215,13275,3986,13002,3250,11284,1130,6459,210,1976,0,1,0,0,0,0
Jun-24,5호선,2541,왕십리(성동구청),103,0,1981,625,2221,3250,5515,6480,8382,16753,4758,9656,4607,7451,5536,7556,6029,8399,6354,9060,7258,8646,7900,8695,10067,9976,10661,11937,13939,16870,8601,9559,7739,5948,8244,5217,7202,4542,3127,2776,585,1993,0,249,0,0,0,0
Jun-24,5호선,2542,마장,2,1,2790,558,6201,4780,15488,7027,19063,14329,11607,9117,8945,7465,8557,7335,9905,8327,8970,7660,9220,6730,9903,7918,11396,8860,11029,12146,11267,17446,7091,10665,5967,7417,5569,7266,4021,6680,1330,4136,196,1217,1,7,0,0,0,0
Jun-24,5호선,2543,답십리,34,1,9667,1424,19049,9794,53405,14385,71184,33862,35370,18514,23510,13543,20059,13925,21621,15310,20669,18591,18986,17106,21230,20493,25897,24281,30212,33125,31635,55802,16630,35421,12252,23853,9935,21806,7277,20407,3149,12433,479,3860,0,1,0,0,0,0
Jun-24,5호선,2544,장한평,30,2,8361,1371,19602,14134,52895,23053,73229,61941,39394,29074,24837,21850,22290,19798,24375,20051,23316,21097,22522,20422,25013,22983,31125,28331,40874,40255,58550,64015,26045,43374,16565,27994,13899,27237,10787,24610,4708,15102,636,4406,0,149,0,0,0,0
Jun-24,5호선,2545,군자(능동),59,0,7708,743,11300,5747,31590,9367,44333,25015,21916,17657,14185,12919,13418,12577,15200,14064,15532,15632,14710,15539,15196,18087,17665,23021,21525,32908,24968,51563,15341,32373,14005,21283,13834,20139,11338,19512,6228,12412,1141,5762,0,1014,0,0,0,0
Jun-24,5호선,2546,아차산(어린이대공원후문),17,0,9652,1597,17777,6785,41551,13353,54750,28608,30938,20312,22862,20460,20799,20729,23983,20491,25682,21067,24996,20285,25556,25905,27591,30038,29931,36079,28391,54501,17708,36279,14096,23894,14552,20884,12109,18168,3842,11123,506,3257,0,0,0,0,0,0
Jun-24,5호선,2547,광나루(장신대),9,0,5464,2118,16714,8268,38467,16023,44077,31584,28011,21565,21747,17824,20196,15456,20338,16282,21751,17775,20453,17869,22406,20622,25519,25440,26344,29855,29717,39231,15501,27781,14692,18362,15273,17877,10076,17191,3203,10001,449,2547,0,0,0,0,0,0
Jun-24,5호선,2548,천호(풍납토성),58,1,7774,1957,12444,16890,30775,19713,38529,39071,24818,38415,24005,30053,26535,30077,31043,30553,31775,33960,33358,32462,38205,34823,46256,37349,51893,43967,53913,56428,36989,39156,34021,24469,24854,21618,18569,18453,8968,11797,1571,3799,0,3,0,0,0,0
Jun-24,5호선,2549,강동,130,0,11669,1399,20833,11036,52826,26450,65850,43695,36704,25781,27319,18955,25360,19012,26116,19499,24487,24439,24200,22906,26687,24861,29931,29223,39200,35422,38963,54062,20677,39796,15059,27698,12758,26806,9337,23843,4197,15729,645,6520,0,7,0,0,0,0
Jun-24,5호선,2550,길동,5,0,4974,758,9310,4219,21983,7635,26249,18289,15879,13829,14377,10766,13589,10913,14606,12101,14667,11753,12761,13993,13591,14650,14858,17730,15555,20669,16651,25750,9270,20486,7505,12901,6624,10622,5023,9740,2014,5677,365,2567,0,13,0,0,0,0
Jun-24,5호선,2551,굽은다리(강동구민회관앞),2,0,7419,848,14057,3279,33126,7012,37112,14328,21702,11332,17108,9718,15618,11074,16548,11778,15925,13213,14168,14147,13970,15044,15181,20149,15517,22452,15924,34730,9569,25978,8002,17398,7343,14889,5428,14532,1604,8082,268,3082,0,41,0,0,0,0
Jun-24,5호선,2552,명일,14,0,5720,1572,14239,3755,33851,7805,32312,13794,19381,10488,16820,10245,14801,9739,15224,9506,13047,13008,12827,12543,12546,14774,14766,19418,12608,19895,12569,36742,7836,26280,7052,15420,6099,13499,4464,13797,1703,7813,411,2652,1,61,0,0,0,0
Jun-24,5호선,2553,고덕,4,0,4487,1873,11772,9771,28901,19345,26376,21158,17989,15779,16232,14357,17050,11593,17477,11990,15360,16780,16329,14194,19525,16849,25426,19264,26867,18658,19035,29969,11703,24570,9034,13310,8827,13478,8713,12118,2006,6505,392,2896,1,172,0,0,0,0
Jun-24,5호선,2554,상일동,83,0,10650,1305,31490,6775,71521,11466,56188,17182,33320,10106,24704,9467,20506,8864,20433,13847,18705,16275,17431,15536,17955,21656,19209,22904,20305,34484,19796,55805,10856,45709,8275,26963,5822,26434,3984,23561,1742,14254,389,6525,2,1113,0,0,0,0
Jun-24,5호선,2555,둔촌동,5,0,4562,1032,8987,15758,23172,11170,26070,19850,16736,13455,12740,10647,12487,10135,12940,10985,13161,12802,13000,11721,14783,14545,21543,16607,22290,20427,20248,29515,10667,20659,8894,10395,7823,11364,6426,8809,2536,5805,266,1559,0,0,0,0,0,0
Jun-24,5호선,2556,올림픽공원(한국체대),0,0,1707,1206,6318,4465,13249,7812,13608,12865,10334,9177,9733,8631,9101,8399,9754,9518,9324,10609,9232,11935,11536,12458,13584,11680,14201,13406,13439,13341,10801,9254,12936,6272,15318,5988,9007,4713,1734,3729,118,986,0,0,0,0,0,0
Jun-24,5호선,2557,방이,0,0,2881,954,7325,4087,18234,8587,17984,21526,12560,12553,10209,9294,9103,8071,10935,10883,11104,10177,9933,11557,11147,12302,12295,14836,15433,20495,18962,21354,9742,16831,8488,10511,11486,8929,11852,7021,2854,4947,308,1343,0,0,0,0,0,0
Jun-24,5호선,2558,오금,19,0,1201,472,3226,2711,7265,9405,7811,19489,5806,6542,4951,3822,5036,3487,5276,3808,5223,3613,4885,4155,6596,4393,7605,5178,9943,6587,13960,7644,4413,5664,3382,3923,2843,3616,2304,3863,745,2580,108,954,0,0,0,0,0,0
Jun-24,5호선,2559,개롱,2,0,3758,929,9291,2810,22881,7269,22419,15140,13735,8179,11557,6398,9894,6938,10087,7127,9800,8747,8322,9610,9403,10374,12494,14025,12350,16023,12258,20524,6221,18916,4855,11438,4461,9780,2689,11228,892,5730,91,2006,0,0,0,0,0,0
Jun-24,5호선,2560,거여,7,0,6690,719,16862,3607,44027,8551,41790,18330,23466,9571,16707,7484,14547,8286,14636,8775,13586,12198,12080,11297,12577,14522,15032,20119,16013,23526,14711,36537,7741,31458,5861,17471,5358,15900,3608,17483,1316,9107,178,3193,0,0,0,0,0,0
Jun-24,5호선,2561,마천,77,0,7821,424,15280,2782,42748,4680,32290,10872,17085,7250,11650,6732,9938,5939,10742,6755,9439,8585,8457,7568,8041,11957,8843,14027,8441,17202,10196,24975,4594,21541,3556,12059,2846,12524,1892,11651,816,7285,117,2751,0,0,0,0,0,0
Jun-24,5호선,2562,강일,3,1,3020,791,9583,3058,28219,5299,25099,7882,15902,3710,12250,3868,9349,4069,9121,6263,8633,5730,6912,6980,7983,9347,8413,9545,8326,14279,8909,19111,4091,18349,2950,11613,2241,10441,1777,10056,513,6269,166,1861,1,0,0,0,0,0
Jun-24,5호선,2563,미사,24,1,8221,852,22553,7412,67560,12948,64555,24143,33968,24298,25412,18666,23394,19217,24558,21415,24785,21152,22979,24996,26797,23920,27492,33844,29061,46295,29435,64664,18972,63089,18375,36079,18978,29282,15960,25477,7661,17047,1866,5208,0,0,1,0,0,0
Jun-24,5호선,2564,하남풍산,2,1,1963,363,5596,2748,9863,7052,11665,14989,7303,10116,6892,6520,6862,6247,7115,5297,7040,6423,7154,6196,8020,6118,9941,8089,11287,7413,13130,11180,5535,9712,4063,5524,4069,5424,2436,5228,672,3288,141,1236,0,0,0,0,0,0
